,PT,leading_time,wave_id,crest_depth,trough_depth_a,trough_depth_b,wave_height,wave_period,wave_steepness,wave_skewness,wave_kurtosis,ursell_number,mean_water_depth_gamma,trough_depth_gamma,crest_depth_gamma,wavenumber,angular_frequency,wavelenght,a,b,va,b0,mean_water_depth,Hrms,Hm0,Tm01,Tm02,broken,FID,location
19,HP12,20161220:1025,19,0.8589,0.5361,0.7021,0.3228,3.1,0.0382,-0.484,-0.8985,149.7999,0.453,0.6022,0.3758,0.7431,2.0268,8.455,0.4516,0.5484,0.2771,0.5565,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
20,HP12,20161220:1025,20,1.1333,0.7007,0.7093,0.4326,5.4,0.0247,1.0698,-0.0251,386.5374,0.5149,0.6174,0.3817,0.3584,1.1636,17.5315,0.3148,0.6852,0.2099,0.7668,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
21,HP12,20161220:1025,21,1.0563,0.7057,0.5453,0.3506,8.1,0.0136,0.7278,0.2257,663.492,0.4574,0.4968,0.3319,0.2437,0.7757,25.7876,0.0988,0.9012,0.1304,1.8061,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
22,HP12,20161220:1025,22,0.9188,0.5368,0.7926,0.382,2.5,0.0565,-0.9369,-0.51,112.9049,0.487,0.7117,0.4158,0.9293,2.5133,6.7609,0.4,0.6,0.3675,0.6309,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
23,HP12,20161220:1025,23,1.0905,0.7912,0.896,0.2993,2.7,0.0377,0.0871,-1.399,38.0968,0.3209,0.3783,0.2745,0.7914,2.3271,7.9395,0.5556,0.4444,0.4039,0.391,0.85,0.42,0.63,8.3,4.7,0,6,Moreton_Island
24,HP12,20161220:1025,24,1.0293,0.8953,0.9031,0.134,3,0.0152,0.0361,-1.4503,14.4503,0.1393,0.1497,0.1302,0.7143,2.0944,8.7966,0.5333,0.4667,0.3431,0.2057,0.85,0.42,0.63,8.3,4.7,0,6,Moreton_Island
25,HP12,20161220:1025,25,1.2024,0.8981,0.8425,0.3043,7.4,0.0122,1.7112,2.5047,263.3233,0.3165,0.3388,0.2531,0.251,0.8491,25.0355,0.4865,0.5135,0.1625,0.8907,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
26,HP12,20161220:1025,26,0.9872,0.8397,0.8019,0.1475,5.3,0.0092,-0.4227,-1.2994,64.5901,0.1621,0.1757,0.1494,0.3902,1.1855,16.1008,0.3019,0.6981,0.1863,0.5806,0.85,0.42,0.63,8.3,4.7,0,6,Moreton_Island
27,HP12,20161220:1025,27,1.1668,0.8012,0.8375,0.3656,7.8,0.014,0.2869,-1.1182,482.2476,0.383,0.4563,0.3133,0.2412,0.8055,26.0445,0.2179,0.7821,0.1496,1.2109,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
28,HP12,20161220:1025,28,1.134,0.8361,0.653,0.2979,6.6,0.0138,0.4805,-0.492,238.357,0.3523,0.3563,0.2627,0.2906,0.952,21.6242,0.1212,0.8788,0.1718,1.2819,0.85,0.42,0.63,8.3,4.7,0,6,Moreton_Island
29,HP12,20161220:1025,29,0.9345,0.6501,0.7869,0.2844,5.2,0.0185,-0.9442,0.594,244.7535,0.342,0.4375,0.3043,0.4086,1.2083,15.3757,0.2115,0.7885,0.1797,0.9551,0.85,0.42,0.63,8.3,4.7,0,6,Moreton_Island
30,HP12,20161220:1025,30,1.278,0.7855,0.8411,0.4925,8,0.0176,0.6123,-0.3076,793.4395,0.5007,0.627,0.3854,0.2249,0.7854,27.9412,0.45,0.55,0.1597,1.6029,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
31,HP12,20161220:1025,31,0.9381,0.8397,0.6765,0.0984,5.8,0.0057,-0.0414,-1.2404,49.5282,0.1201,0.1172,0.1049,0.364,1.0833,17.2619,0.3276,0.6724,0.1617,0.8332,0.85,0.42,0.63,8.3,4.7,0,6,Moreton_Island
32,HP12,20161220:1025,32,1.1126,0.6758,0.8532,0.4368,8.2,0.0163,-0.8504,0.525,1015.4562,0.4583,0.6464,0.3926,0.2346,0.7662,26.7845,0.1829,0.8171,0.1357,2.2926,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
33,HP12,20161220:1025,33,1.1554,0.8475,0.6252,0.3079,7.9,0.0117,0.9212,-0.0472,348.8739,0.3787,0.3633,0.2665,0.2393,0.7953,26.2611,0.1772,0.8228,0.1462,1.4916,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
34,HP12,20161220:1025,34,0.9958,0.6223,0.6921,0.3735,6.4,0.019,0.6353,-0.1277,599.9216,0.4859,0.6002,0.3751,0.3194,0.9817,19.6728,0.2812,0.7188,0.1556,0.9484,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
35,HP12,20161220:1025,35,0.9943,0.6879,0.6793,0.3064,6.4,0.0156,0.588,-1.21,363.8114,0.381,0.4454,0.3082,0.3196,0.9817,19.6585,0.3125,0.6875,0.1554,0.8117,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
36,HP12,20161220:1025,36,0.9687,0.675,0.6159,0.2937,3.7,0.027,0.6054,-0.5829,112.6562,0.3914,0.4351,0.3032,0.5785,1.6982,10.8605,0.2162,0.7838,0.2618,0.5086,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
37,HP12,20161220:1025,37,1.0506,0.6123,0.7549,0.4383,5.6,0.0249,-0.2302,-0.9572,589.5025,0.522,0.7159,0.4172,0.3576,1.122,17.5698,0.8036,0.1964,0.1876,1.2888,0.85,0.42,0.63,8.3,4.7,1,6,Moreton_Island
38,HP12,20161220:1025,38,0.9145,0.7527,0.7299,0.1618,4.3,0.013,0.5721,-1.1624,58.8035,0.2005,0.215,0.1769,0.5047,1.4612,12.4485,0.3488,0.6512,0.2127,0.3373,0.85,0.42,0.63,8.3,4.7,0,6,Moreton_Island
0,HP13,20161220:1025,0,0.9828,0.4056,0.3985,0.5772,12.6,0.0148,0.6963,-0.8854,13125.3317,0.9385,1.423,0.5873,0.1613,0.4987,38.9545,0.1111,0.8889,0.078,2.749,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
1,HP13,20161220:1025,1,0.6878,0.3978,0.5927,0.29,6.3,0.0179,1.3058,0.077,1204.667,0.6029,0.729,0.4216,0.3885,0.9973,16.1715,0.8571,0.1429,0.1092,0.5227,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
2,HP13,20161220:1025,2,0.824,0.5835,0.3091,0.2405,7,0.0122,0.3035,-1.0774,468.5435,0.4529,0.4122,0.2919,0.3194,0.8976,19.674,0.3429,0.6571,0.1177,1.562,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
3,HP13,20161220:1025,3,0.6382,0.3063,0.4197,0.3319,4.2,0.0324,0.2063,-0.0548,1213.6948,0.7129,1.0835,0.52,0.6129,1.496,10.2517,0.1905,0.8095,0.152,0.679,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
4,HP13,20161220:1025,4,0.7672,0.4162,0.5013,0.351,10.6,0.0121,-0.6102,0.4489,4077.76,0.5741,0.8433,0.4575,0.2171,0.5928,28.942,0.0943,0.9057,0.0724,2.0843,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
5,HP13,20161220:1025,5,0.7218,0.4999,0.3765,0.2219,6.2,0.0136,0.7313,0.1431,471.1721,0.4334,0.4439,0.3074,0.3858,1.0134,16.2874,0.2258,0.7742,0.1164,0.8476,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
6,HP13,20161220:1025,6,0.6942,0.3758,0.4396,0.3184,9.4,0.0131,-0.0991,-1.1461,3570.5683,0.5914,0.8472,0.4586,0.2575,0.6684,24.3971,0.2128,0.7872,0.0739,1.5413,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
7,HP13,20161220:1025,7,0.7609,0.4389,0.475,0.322,6.1,0.0196,0.5421,-0.4771,1028.5461,0.5648,0.7336,0.4232,0.3823,1.03,16.4342,0.1639,0.8361,0.1247,0.8115,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
8,HP13,20161220:1025,8,0.8878,0.4729,0.3659,0.4149,15.7,0.009,0.5627,-0.4306,8378.0318,0.7101,0.8773,0.4673,0.136,0.4002,46.2136,0.1783,0.8217,0.0565,3.4443,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
9,HP13,20161220:1025,9,0.8303,0.3623,0.6438,0.468,6.5,0.0256,-0.6736,-0.4686,3296.4302,0.7067,1.2917,0.5636,0.3433,0.9666,18.303,0.4615,0.5385,0.1277,1.9654,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
10,HP13,20161220:1025,10,0.9906,0.6382,0.5013,0.3524,13.8,0.0082,1.5453,2.1773,2490.4977,0.5603,0.5522,0.3557,0.1466,0.4553,42.862,0.2029,0.7971,0.0718,1.7666,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
11,HP13,20161220:1025,11,1.0587,0.4984,0.4176,0.5603,13.5,0.0129,0.6009,-0.6196,8496.2744,0.8741,1.1242,0.5292,0.145,0.4654,43.3298,0.2296,0.7704,0.0784,3.0345,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
12,HP13,20161220:1025,12,1.0289,0.4127,0.4389,0.6162,16.3,0.0119,0.4966,-1.0708,23377.3329,0.9938,1.4931,0.5989,0.1217,0.3855,51.6424,0.2454,0.7546,0.0631,3.399,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
13,HP13,20161220:1025,13,0.7715,0.4368,0.5921,0.3347,4.6,0.0271,-0.8357,-0.3218,611.7757,0.5231,0.7662,0.4338,0.5091,1.3659,12.3427,0.3043,0.6957,0.1677,0.9467,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
14,HP13,20161220:1025,14,0.9814,0.5892,0.5098,0.3922,8.2,0.0156,0.6339,-0.1306,1216.5702,0.5526,0.6656,0.3996,0.2494,0.7662,25.1896,0.4146,0.5854,0.1197,1.6557,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
15,HP13,20161220:1025,15,0.7098,0.5091,0.5105,0.2007,5.3,0.0146,0.0187,-1.2895,287.3742,0.3317,0.3942,0.2828,0.4571,1.1855,13.7458,0.4151,0.5849,0.1339,0.5182,0.61,0.4,0.6,8.5,4.6,0,6,Moreton_Island
16,HP13,20161220:1025,16,0.8467,0.5098,0.6793,0.3369,5.2,0.023,0.2823,-1.4288,547.0869,0.5213,0.6608,0.3979,0.4283,1.2083,14.6687,0.5962,0.4038,0.1628,0.7149,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
17,HP13,20161220:1025,17,1.1374,0.675,0.3353,0.4624,10.9,0.0128,0.5576,-0.2335,1966.8655,0.7409,0.685,0.4065,0.1737,0.5764,36.1697,0.2294,0.7706,0.1043,3.1601,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
18,HP13,20161220:1025,18,0.8686,0.3332,0.4098,0.5354,11.9,0.0155,1.3621,1.8728,17313.084,1.1374,1.6068,0.6164,0.1817,0.528,34.5882,0.6975,0.3025,0.073,1.6463,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
19,HP13,20161220:1025,19,0.7466,0.4091,0.3757,0.3375,7.9,0.0159,1.0308,0.5077,2216.2176,0.6659,0.825,0.452,0.2963,0.7953,21.2047,0.1139,0.8861,0.0945,1.0476,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
20,HP13,20161220:1025,20,0.9459,0.3708,0.6516,0.5751,11.3,0.0168,-1.1579,2.449,13227.6055,0.8122,1.5509,0.608,0.1835,0.556,34.2452,0.3805,0.6195,0.0837,3.8303,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
21,HP13,20161220:1025,21,0.9254,0.6502,0.6431,0.2752,4.5,0.0209,1.2257,0.4428,172.84,0.3743,0.4232,0.2974,0.4782,1.3963,13.1395,0.2444,0.7556,0.2056,0.4232,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
22,HP13,20161220:1025,22,0.7609,0.6403,0.5878,0.1206,5.3,0.0085,-0.8168,-0.5471,92.8157,0.1715,0.1883,0.1585,0.442,1.1855,14.2143,0.283,0.717,0.1436,0.6201,0.61,0.4,0.6,8.5,4.6,0,6,Moreton_Island
23,HP13,20161220:1025,23,0.9133,0.5864,0.5389,0.3269,8,0.0138,0.8487,-0.2616,911.5121,0.4858,0.5575,0.3579,0.265,0.7854,23.7125,0.2875,0.7125,0.1142,1.0831,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
24,HP13,20161220:1025,24,0.9006,0.5346,0.3843,0.366,6.3,0.0199,0.6038,0.0371,814.2553,0.6263,0.6846,0.4064,0.3408,0.9973,18.4373,0.1587,0.8413,0.143,1.2732,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
25,HP13,20161220:1025,25,0.6942,0.3822,0.5857,0.312,5.5,0.0221,-0.9506,-0.5176,1115.5346,0.5379,0.8163,0.4494,0.4447,1.1424,14.1293,0.5636,0.4364,0.1262,1.0975,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
26,HP13,20161220:1025,26,1.0353,0.5849,0.6133,0.4504,7.4,0.0193,0.7214,0.0625,1219.7779,0.6059,0.77,0.435,0.2699,0.8491,23.2797,0.4595,0.5405,0.1399,1.1866,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
27,HP13,20161220:1025,27,0.7382,0.6084,0.5013,0.1298,6.6,0.0074,0.2908,-0.8615,177.6347,0.214,0.2133,0.1758,0.3579,0.952,17.5559,0.3788,0.6212,0.1119,0.6988,0.61,0.4,0.6,8.5,4.6,0,6,Moreton_Island
28,HP13,20161220:1025,28,0.8722,0.4956,0.4127,0.3766,12.9,0.01,-0.2246,-0.9498,4372.3679,0.5544,0.7599,0.4318,0.1671,0.4871,37.595,0.1163,0.8837,0.0676,3.4614,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
29,HP13,20161220:1025,29,0.6623,0.4098,0.4205,0.2525,10.1,0.0099,0.6257,-0.1599,2409.5755,0.5168,0.6161,0.3812,0.2452,0.6221,25.6281,0.505,0.495,0.0656,0.8028,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
30,HP13,20161220:1025,30,0.7162,0.4169,0.4197,0.2993,6,0.0191,0.6157,-1.0403,1016.6047,0.5715,0.7179,0.4179,0.4005,1.0472,15.6888,0.2167,0.7833,0.1194,0.6512,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
31,HP13,20161220:1025,31,0.7204,0.4183,0.4261,0.3021,2.8,0.0433,0.5661,-0.7059,201.1682,0.5639,0.7222,0.4193,0.9,2.244,6.9816,0.25,0.75,0.2573,0.3401,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
32,HP13,20161220:1025,32,0.846,0.4219,0.4878,0.4241,10.4,0.0142,0.0328,-0.7638,5014.118,0.6864,1.0052,0.5013,0.2109,0.6042,29.7986,0.2404,0.7596,0.0813,2.0544,0.61,0.4,0.6,8.5,4.6,1,6,Moreton_Island
0,HP2,20161220:1030,0,2.2042,1.4498,1.7607,0.7544,5.4,0.0317,-0.3604,-1.1411,140.5549,0.4079,0.5203,0.3423,0.2637,1.1636,23.8281,0.463,0.537,0.4082,2.1838,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
1,HP2,20161220:1030,1,2.6991,1.7585,1.4761,0.9406,9,0.0208,1.0019,-0.1749,354.418,0.4995,0.5349,0.3485,0.1388,0.6981,45.2662,0.1889,0.8111,0.2999,3.6884,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
2,HP2,20161220:1030,2,1.8206,1.4754,1.4654,0.3452,5.5,0.0155,0.6927,-0.947,53.4409,0.2152,0.234,0.1896,0.2818,1.1424,22.2983,0.6182,0.3818,0.331,0.7749,1.78,0.66,0.93,6.9,4.8,0,7,Moreton_Island
3,HP2,20161220:1030,3,2.3005,1.4605,1.7393,0.84,7.7,0.0236,-0.505,-0.5239,342.0783,0.4389,0.5751,0.3651,0.1764,0.816,35.619,0.3117,0.6883,0.2988,3.5215,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
4,HP2,20161220:1030,4,1.9126,1.7371,1.4091,0.1755,6.9,0.006,-0.6721,-0.5404,28.3041,0.1019,0.101,0.0918,0.2161,0.9106,29.0756,0.3623,0.6377,0.2772,2.1718,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
5,HP2,20161220:1030,5,1.8976,1.4063,1.3421,0.4913,5.9,0.02,0.7801,-0.7717,106.1868,0.316,0.3494,0.2589,0.2563,1.0649,24.518,0.3729,0.6271,0.3216,1.2728,1.78,0.66,0.93,6.9,4.8,0,7,Moreton_Island
6,HP2,20161220:1030,6,2.3226,1.3364,1.8776,0.9862,3.9,0.0591,-0.1826,-1.4521,115.204,0.5354,0.7379,0.4246,0.3763,1.6111,16.6979,0.5897,0.4103,0.5955,1.9947,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
7,HP2,20161220:1030,7,2.1372,1.8733,1.4562,0.2639,10.1,0.0058,-0.2742,-1.3437,83.4271,0.1452,0.1409,0.1235,0.1378,0.6221,45.5879,0.198,0.802,0.2116,3.6676,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
8,HP2,20161220:1030,8,1.8947,1.4526,1.6252,0.4421,3.2,0.0366,-0.0527,-1.2399,21.0335,0.2633,0.3043,0.2333,0.5203,1.9635,12.0759,0.5938,0.4062,0.5921,0.7382,1.78,0.66,0.93,6.9,4.8,0,7,Moreton_Island
9,HP2,20161220:1030,9,2.262,1.6209,1.4947,0.6411,9.7,0.0143,1.1172,0.3095,304.1306,0.3688,0.3955,0.2834,0.1398,0.6478,44.9476,0.3402,0.6598,0.2332,2.3799,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
10,HP2,20161220:1030,10,2.083,1.4933,1.5781,0.5897,3.4,0.0437,0.2258,-1.4396,32.287,0.3341,0.3949,0.2831,0.4653,1.848,13.5028,0.5882,0.4118,0.6127,0.9464,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
11,HP2,20161220:1030,11,2.277,1.571,1.4276,0.706,6.7,0.0231,0.1855,-1.319,170.2705,0.384,0.4494,0.3101,0.2055,0.9378,30.58,0.2537,0.7463,0.3399,2.7878,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
12,HP2,20161220:1030,12,1.9846,1.4241,1.8199,0.5605,6.4,0.0205,0.3191,-1.6157,144.7816,0.3419,0.3936,0.2824,0.23,0.9817,27.314,0.8594,0.1406,0.3101,1.3787,1.78,0.66,0.93,6.9,4.8,0,7,Moreton_Island
13,HP2,20161220:1030,13,2.0174,1.8191,1.3271,0.1983,10.6,0.0043,0.1488,-1.4445,71.4713,0.1182,0.109,0.0983,0.1349,0.5928,46.5794,0.1887,0.8113,0.1903,3.726,1.78,0.66,0.93,6.9,4.8,0,7,Moreton_Island
14,HP2,20161220:1030,14,2.2634,1.3228,1.5075,0.9406,10.6,0.0191,0.8588,-0.1428,986.2142,0.5483,0.7111,0.4156,0.1275,0.5928,49.2641,0.1415,0.8585,0.2135,4.1937,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
15,HP2,20161220:1030,15,1.9796,1.504,1.6045,0.4756,5.9,0.019,-0.3823,-1.228,87.3767,0.2682,0.3162,0.2402,0.2513,1.0649,25.0008,0.6441,0.3559,0.3355,1.6118,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
16,HP2,20161220:1030,16,1.9981,1.6037,1.5318,0.3944,10.4,0.0087,-0.1633,-0.7937,197.6599,0.2216,0.2459,0.1974,0.1382,0.6042,45.4654,0.5577,0.4423,0.1921,2.5987,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
17,HP2,20161220:1030,17,2.446,1.5311,1.5075,0.9149,10.4,0.0182,0.319,-1.1248,641.3557,0.485,0.5975,0.374,0.1253,0.6042,50.1618,0.2115,0.7885,0.2352,3.9766,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
18,HP2,20161220:1030,18,2.4638,1.5054,1.3813,0.9584,12.1,0.0163,1.3272,0.8338,971.4169,0.554,0.6366,0.389,0.1068,0.5193,58.8048,0.2149,0.7851,0.2036,4.2491,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
19,HP2,20161220:1030,19,2.3062,1.377,1.4975,0.9292,6.9,0.0293,0.6339,-0.1415,358.621,0.525,0.6748,0.4029,0.1979,0.9106,31.7446,0.2319,0.7681,0.3342,2.7454,1.78,0.66,0.93,6.9,4.8,0,7,Moreton_Island
20,HP2,20161220:1030,20,2.2812,1.4968,1.8455,0.7844,4.9,0.0362,0.4239,-1.1568,110.0657,0.4336,0.524,0.3439,0.2896,1.2823,21.6924,0.7347,0.2653,0.4656,1.5434,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
21,HP2,20161220:1030,21,2.2064,1.8355,1.6351,0.3709,5.8,0.0144,0.6124,-0.7205,39.8861,0.1976,0.2021,0.1681,0.2436,1.0833,25.7881,0.2759,0.7241,0.3804,1.4154,1.78,0.66,0.93,6.9,4.8,0,7,Moreton_Island
22,HP2,20161220:1030,22,2.2555,1.633,1.4077,0.6225,11,0.0122,0.4181,-0.2611,373.0587,0.3475,0.3812,0.276,0.123,0.5712,51.0862,0.2727,0.7273,0.205,4.25,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
23,HP2,20161220:1030,23,2.3561,1.4055,1.4775,0.9506,13.8,0.0145,0.3403,-0.9536,1481.5706,0.5201,0.6763,0.4035,0.0955,0.4553,65.7831,0.1159,0.8841,0.1707,5.8642,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
24,HP2,20161220:1030,24,2.0702,1.4733,1.6308,0.5969,6.6,0.0207,0.2446,-0.6843,154.6734,0.3417,0.4051,0.2883,0.2183,0.952,28.7872,0.3182,0.6818,0.3137,1.8235,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
25,HP2,20161220:1030,25,2.1878,1.6301,1.8912,0.5577,3.2,0.0439,-0.2096,-1.2332,20.7473,0.2905,0.3421,0.2549,0.495,1.9635,12.6943,0.5625,0.4375,0.6837,0.9429,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
26,HP2,20161220:1030,26,2.0787,1.8897,1.4597,0.189,7.5,0.0057,-0.3421,-1.2824,30.5391,0.1044,0.1,0.0909,0.1903,0.8378,33.021,0.32,0.68,0.2772,2.6436,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
27,HP2,20161220:1030,27,2.0145,1.4568,1.6601,0.5577,5.2,0.0254,-0.1241,-0.7089,86.9316,0.317,0.3828,0.2768,0.2862,1.2083,21.953,0.2885,0.7115,0.3874,1.5932,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
28,HP2,20161220:1030,28,2.1793,1.6594,1.7029,0.5199,3.4,0.0379,0.5102,-1.2591,21.4298,0.2791,0.3133,0.2386,0.4578,1.848,13.724,0.5,0.5,0.641,0.7099,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
29,HP2,20161220:1030,29,2.3483,1.7008,1.3806,0.6475,13.4,0.0102,0.1394,-0.1846,534.6809,0.3583,0.3807,0.2757,0.0986,0.4689,63.74,0.2239,0.7761,0.1752,5.7442,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
30,HP2,20161220:1030,30,2.2263,1.3799,1.4719,0.8464,7.5,0.0248,0.4787,-0.2694,374.8159,0.4823,0.6134,0.3802,0.1842,0.8378,34.1113,0.2133,0.7867,0.2968,2.8467,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
31,HP2,20161220:1030,31,1.8384,1.4711,1.7357,0.3673,5.6,0.0161,-1.0565,-0.4626,60.1807,0.2141,0.2497,0.1998,0.2751,1.122,22.8395,0.4286,0.5714,0.3283,1.3794,1.78,0.66,0.93,6.9,4.8,0,7,Moreton_Island
32,HP2,20161220:1030,32,2.2191,1.7307,1.6387,0.4884,6.6,0.0164,0.7777,-0.5258,83.2901,0.26,0.2822,0.2201,0.2113,0.952,29.7335,0.197,0.803,0.3362,1.6003,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
33,HP2,20161220:1030,33,2.2534,1.6337,1.6922,0.6197,8.5,0.0158,1.3488,0.4913,217.4952,0.3377,0.3793,0.275,0.1606,0.7392,39.1199,0.1529,0.8471,0.2651,1.7294,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
34,HP2,20161220:1030,34,2.2926,1.69,1.7756,0.6026,4.5,0.0306,0.2146,-1.2373,48.4953,0.3059,0.3566,0.2628,0.3188,1.3963,19.7093,0.4222,0.5778,0.5095,1.2821,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
35,HP2,20161220:1030,35,2.1022,1.7706,1.5981,0.3316,7.4,0.0101,-0.3399,0.3835,64.0011,0.1767,0.1873,0.1577,0.192,0.8491,32.7319,0.2027,0.7973,0.2841,2.0784,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
36,HP2,20161220:1030,36,1.8805,1.5945,1.3392,0.286,5.4,0.0129,0.022,-0.765,34.7148,0.1774,0.1794,0.1521,0.2832,1.1636,22.1828,0.4815,0.5185,0.3482,1.4894,1.78,0.66,0.93,6.9,4.8,0,7,Moreton_Island
37,HP2,20161220:1030,37,2.0993,1.3363,1.6829,0.763,5.5,0.0321,-0.6576,-0.1619,180.9496,0.4298,0.571,0.3635,0.2641,1.1424,23.7891,0.3455,0.6545,0.3817,2.4396,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
38,HP2,20161220:1030,38,2.2384,1.6815,1.6273,0.5569,5.3,0.0237,0.2438,-1.3189,64.6805,0.2929,0.3312,0.2488,0.2674,1.1855,23.4989,0.2642,0.7358,0.4223,1.4763,1.78,0.66,0.93,6.9,4.8,1,7,Moreton_Island
0,HP3,20161220:1030,0,1.5383,1.4216,1.3405,0.1167,4.4,0.0072,-0.1977,-1.1212,10.6276,0.0805,0.0821,0.0759,0.3884,1.428,16.1751,0.4091,0.5909,0.3496,0.4859,1.66,0.65,0.93,7.5,5.1,0,7,Moreton_Island
1,HP3,20161220:1030,1,2.0276,1.3391,1.657,0.6885,5.2,0.0313,-0.3423,-1.2799,138.9858,0.4035,0.5142,0.3396,0.2854,1.2083,22.0166,0.5,0.5,0.3899,1.9306,1.66,0.65,0.93,7.5,5.1,1,7,Moreton_Island
2,HP3,20161220:1030,2,2.5106,1.6563,1.3861,0.8543,9.1,0.0193,1.0086,-0.1375,367.8695,0.4839,0.5158,0.3403,0.142,0.6905,44.2332,0.1758,0.8242,0.2759,3.4752,1.66,0.65,0.93,7.5,5.1,1,7,Moreton_Island
3,HP3,20161220:1030,3,1.7751,1.3846,1.3128,0.3905,5,0.0197,0.7841,-0.8465,58.0472,0.2601,0.282,0.22,0.3163,1.2566,19.8639,0.68,0.32,0.355,0.9579,1.66,0.65,0.93,7.5,5.1,0,7,Moreton_Island
4,HP3,20161220:1030,4,2.1201,1.3114,1.635,0.8087,8.9,0.0203,-0.3688,-0.6596,569.4776,0.4657,0.6167,0.3814,0.1577,0.706,39.8515,0.3371,0.6629,0.2382,3.8097,1.66,0.65,0.93,7.5,5.1,1,7,Moreton_Island
5,HP3,20161220:1030,5,1.8526,1.6336,1.295,0.219,6.6,0.008,-0.3004,-1.3311,37.5138,0.1373,0.1341,0.1182,0.2299,0.952,27.3269,0.2879,0.7121,0.2807,1.9917,1.66,0.65,0.93,7.5,5.1,1,7,Moreton_Island
