,PT,leading_time,wave_id,crest_depth,trough_depth_a,trough_depth_b,wave_height,wave_period,wave_steepness,wave_skewness,wave_kurtosis,ursell_number,mean_water_depth_gamma,trough_depth_gamma,crest_depth_gamma,wavenumber,angular_frequency,wavelenght,a,b,va,b0,mean_water_depth,Hrms,Hm0,Tm01,Tm02,broken,FID,location
12,UQRBR07,2018-06-18 12:30:00,12,1.1509,0.5213,0.5693,0.6296,15.875,0.0118,0.1365,-0.7731,12565.701,0.793,1.2078,0.5471,0.1182,0.3958,53.1684,0.4646,0.5354,0.0092,4.3444,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
13,UQRBR07,2018-06-18 12:30:00,13,0.875,0.5687,0.5671,0.3063,8.063,0.0131,1.122,0.0037,912.3668,0.4671,0.5386,0.3501,0.2684,0.7793,23.4057,0.3256,0.6744,0.0066,0.7199,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
14,UQRBR07,2018-06-18 12:30:00,14,0.9126,0.5659,0.7619,0.3467,6.125,0.0192,-0.6621,-0.8273,621.4822,0.4499,0.6127,0.3799,0.3486,1.0258,18.0242,0.6735,0.3265,0.0065,1.2602,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
15,UQRBR07,2018-06-18 12:30:00,15,1.0893,0.7606,0.5864,0.3287,10.25,0.0099,0.4557,-0.8686,826.7941,0.4192,0.4322,0.3018,0.1889,0.613,33.2671,0.1707,0.8293,0.0073,2.0322,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
16,UQRBR07,2018-06-18 12:30:00,16,0.7803,0.586,0.682,0.1943,4.188,0.0173,-0.3473,0.1685,121.9254,0.2763,0.3315,0.249,0.5591,1.5003,11.2384,0.224,0.776,0.0051,0.4948,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
17,UQRBR07,2018-06-18 12:30:00,17,0.8411,0.6812,0.6056,0.1598,4.875,0.0117,0.8545,-0.2831,94.4447,0.2345,0.2346,0.19,0.4597,1.2889,13.6676,0.1668,0.8332,0.0053,0.3732,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
18,UQRBR07,2018-06-18 12:30:00,18,0.9946,0.6055,0.6752,0.3891,6.5,0.0195,0.6456,0.5487,699.5986,0.5033,0.6426,0.3912,0.3145,0.9666,19.9793,0.5192,0.4808,0.006,1.0975,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
19,UQRBR07,2018-06-18 12:30:00,19,0.8192,0.6747,0.5288,0.1444,7,0.0074,0.3897,-0.578,180.9354,0.2162,0.2141,0.1763,0.3203,0.8976,19.6175,0.1519,0.8481,0.0047,0.9797,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
20,UQRBR07,2018-06-18 12:30:00,20,0.9446,0.5285,0.5936,0.4162,12.437,0.011,-0.0311,-0.9879,4007.6018,0.5583,0.7875,0.4406,0.1667,0.5052,37.6982,0.2613,0.7387,0.0051,2.7094,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
21,UQRBR07,2018-06-18 12:30:00,21,0.9235,0.5934,0.5694,0.3301,9.25,0.0119,0.8864,0.5073,1206.5297,0.4679,0.5563,0.3574,0.2274,0.6793,27.6351,0.2703,0.7297,0.0048,1.2666,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
22,UQRBR07,2018-06-18 12:30:00,22,0.8263,0.5687,0.6224,0.2575,3.625,0.0261,0.6919,-0.5112,136.6879,0.3801,0.4528,0.3117,0.6358,1.7333,9.882,0.3103,0.6897,0.0042,0.3994,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
23,UQRBR07,2018-06-18 12:30:00,23,0.9447,0.6207,0.6341,0.324,5.5,0.0198,1.0039,0.0262,363.9192,0.4491,0.522,0.343,0.3834,1.1424,16.3892,0.1364,0.8636,0.0046,0.5597,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
24,UQRBR07,2018-06-18 12:30:00,24,0.932,0.6339,0.7344,0.2981,2.688,0.0402,0.0077,-0.9122,64.4365,0.3785,0.4703,0.3199,0.8468,2.3375,7.42,0.3255,0.6745,0.0045,0.4197,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
25,UQRBR07,2018-06-18 12:30:00,25,1.1158,0.7338,0.6187,0.3819,8.125,0.0144,1.5756,2.3188,682.3407,0.5062,0.5205,0.3423,0.2365,0.7733,26.5714,0.2615,0.7385,0.0052,1.1086,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
26,UQRBR07,2018-06-18 12:30:00,26,0.8949,0.618,0.6512,0.2769,6.312,0.015,1.1922,0.3045,397.9256,0.394,0.4481,0.3094,0.3412,0.9954,18.4162,0.2673,0.7327,0.0041,0.5398,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
27,UQRBR07,2018-06-18 12:30:00,27,0.8709,0.6511,0.6797,0.2198,6.812,0.0112,0.3762,0.1493,307.6744,0.2946,0.3376,0.2524,0.3196,0.9224,19.6568,0.1376,0.8624,0.0038,0.6516,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
28,UQRBR07,2018-06-18 12:30:00,28,1.041,0.6786,0.8427,0.3624,5.562,0.0209,-0.565,-0.7094,349.8038,0.4128,0.534,0.3481,0.3617,1.1297,17.3689,0.3707,0.6293,0.0045,1.1158,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
29,UQRBR07,2018-06-18 12:30:00,29,0.9922,0.8418,0.5842,0.1504,9.562,0.0051,-0.4943,-0.5349,220.9685,0.1811,0.1786,0.1515,0.2122,0.6571,29.6097,0.3007,0.6993,0.0041,2.3628,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
30,UQRBR07,2018-06-18 12:30:00,30,0.9519,0.5834,0.639,0.3685,3.437,0.0371,0.5326,-1.0474,183.0559,0.5119,0.6317,0.3871,0.6327,1.8281,9.9313,0.4908,0.5092,0.0039,0.4759,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
31,UQRBR07,2018-06-18 12:30:00,31,0.9112,0.6373,0.7162,0.2739,2.187,0.0481,0.1305,-1.2676,34.3667,0.3562,0.4297,0.3006,1.1024,2.873,5.6996,0.5716,0.4284,0.0037,0.2935,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
32,UQRBR07,2018-06-18 12:30:00,32,0.8139,0.7159,0.6524,0.098,8.375,0.0042,-1.3808,1.3936,147.2137,0.1284,0.1369,0.1204,0.2676,0.7502,23.4763,0.1045,0.8955,0.0032,0.9349,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
33,UQRBR07,2018-06-18 12:30:00,33,0.9452,0.6518,0.5756,0.2934,5.375,0.0183,0.9554,-0.2182,271.4746,0.4174,0.4502,0.3105,0.3926,1.169,16.0047,0.3606,0.6394,0.0036,0.6904,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
34,UQRBR07,2018-06-18 12:30:00,34,0.8598,0.5755,0.6266,0.2842,6.875,0.0144,-0.1238,-1.0489,579.7895,0.3902,0.4939,0.3306,0.3186,0.9139,19.7191,0.5818,0.4182,0.0032,1.0597,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
35,UQRBR07,2018-06-18 12:30:00,35,0.9487,0.625,0.5261,0.3237,11.875,0.009,0.9259,0.5586,1724.3299,0.4662,0.518,0.3412,0.1743,0.5291,36.0575,0.4685,0.5315,0.0034,2.0067,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
36,UQRBR07,2018-06-18 12:30:00,36,0.6624,0.5257,0.481,0.1367,3.937,0.014,-0.0872,-1.2375,89.3424,0.2348,0.26,0.2063,0.6447,1.5959,9.7458,0.3493,0.6507,0.0023,0.4027,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
37,UQRBR07,2018-06-18 12:30:00,37,0.9086,0.4804,0.6066,0.4282,6.187,0.0236,0.6041,0.9776,1275.7399,0.6341,0.8914,0.4713,0.3457,1.0155,18.1735,0.1616,0.8384,0.0031,1.2144,0.7483,0.3335,0.4783,7.7425,4.8079,1,30,Seven_Mile_Beach_2018
0,UQRBR07,2018-06-18 12:35:00,0,0.9255,0.5399,0.6404,0.3856,11.812,0.0109,-0.3116,-0.9093,3074.2112,0.511,0.7141,0.4166,0.1774,0.5319,35.4268,0.2486,0.7514,0.0633,2.5445,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
1,UQRBR07,2018-06-18 12:35:00,1,0.9647,0.6402,0.6148,0.3245,8.562,0.0124,0.9263,1.0809,842.6957,0.4394,0.5069,0.3364,0.2407,0.7338,26.1018,0.1168,0.8832,0.0415,1.0666,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
2,UQRBR07,2018-06-18 12:35:00,2,1.0693,0.6146,0.6781,0.4547,10.75,0.0131,1.0521,0.3549,2344.2995,0.5695,0.7399,0.4252,0.1816,0.5845,34.5946,0.1104,0.8896,0.0314,1.9866,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
3,UQRBR07,2018-06-18 12:35:00,3,0.9676,0.6768,0.5978,0.2908,8.688,0.011,0.2991,-0.638,660.3624,0.3828,0.4297,0.3005,0.2368,0.7232,26.5317,0.1224,0.8776,0.0226,1.4141,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
4,UQRBR07,2018-06-18 12:35:00,4,0.6815,0.5976,0.6082,0.0839,2.375,0.0149,-0.0701,-1.4458,12.5062,0.1307,0.1404,0.1231,1.1141,2.6456,5.6398,0.5263,0.4737,0.0151,0.1072,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
5,UQRBR07,2018-06-18 12:35:00,5,0.8575,0.6079,0.6524,0.2496,5.062,0.0174,0.9953,-0.3684,228.7784,0.3661,0.4106,0.2911,0.4379,1.2412,14.349,0.6667,0.3333,0.017,0.377,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
6,UQRBR07,2018-06-18 12:35:00,6,0.9493,0.6502,0.6634,0.2991,6.125,0.0163,0.7951,0.0193,367.1117,0.391,0.4599,0.315,0.342,1.0258,18.3705,0.1633,0.8367,0.0168,0.7087,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
7,UQRBR07,2018-06-18 12:35:00,7,1.0476,0.6626,0.5714,0.385,11.625,0.0104,1.3431,1.8662,1818.326,0.528,0.581,0.3675,0.1695,0.5405,37.067,0.2205,0.7795,0.0153,1.8412,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
8,UQRBR07,2018-06-18 12:35:00,8,1.0298,0.5711,0.6111,0.4586,13.312,0.0109,0.6461,-0.4187,4370.9365,0.6118,0.803,0.4454,0.1491,0.472,42.1384,0.0845,0.9155,0.0126,2.3862,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
9,UQRBR07,2018-06-18 12:35:00,9,0.94,0.6106,0.6445,0.3293,3.687,0.0309,0.7408,-0.8469,164.7722,0.4535,0.5393,0.3504,0.5887,1.7041,10.6729,0.4576,0.5424,0.011,0.4326,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
10,UQRBR07,2018-06-18 12:35:00,10,0.8566,0.6419,0.6497,0.2147,5.187,0.0146,1.1627,-0.216,175.7307,0.3052,0.3345,0.2507,0.4271,1.2113,14.7117,0.3011,0.6989,0.0095,0.3231,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
11,UQRBR07,2018-06-18 12:35:00,11,0.8959,0.649,0.7173,0.2469,2.625,0.0348,0.0427,-1.0945,45.5275,0.3189,0.3805,0.2756,0.8851,2.3936,7.0989,0.381,0.619,0.0096,0.3346,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
12,UQRBR07,2018-06-18 12:35:00,12,0.9254,0.7161,0.5978,0.2093,12.375,0.0056,-0.1748,-0.6039,785.885,0.2754,0.2923,0.2262,0.1692,0.5077,37.1278,0.4293,0.5707,0.0088,2.0144,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
13,UQRBR07,2018-06-18 12:35:00,13,1.0094,0.5966,0.5948,0.4128,9.5,0.0139,0.9828,0.58,1711.0438,0.5626,0.692,0.409,0.2118,0.6614,29.6646,0.3486,0.6514,0.0088,1.329,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
14,UQRBR07,2018-06-18 12:35:00,14,0.8522,0.5943,0.5205,0.2579,13.75,0.0065,0.1215,-1.1815,1929.4451,0.3758,0.4339,0.3026,0.1585,0.457,39.6305,0.2319,0.7681,0.0066,2.2882,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
15,UQRBR07,2018-06-18 12:35:00,15,0.9694,0.5199,0.6279,0.4495,5.937,0.025,0.0452,-0.9523,1032.3482,0.5838,0.8645,0.4637,0.3497,1.0583,17.9672,0.4632,0.5368,0.0072,1.4968,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
16,UQRBR07,2018-06-18 12:35:00,16,1.0113,0.6275,0.6354,0.3838,6.75,0.0183,0.5697,-0.443,680.946,0.4925,0.6116,0.3795,0.3001,0.9308,20.9403,0.1481,0.8519,0.0071,1.0329,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
17,UQRBR07,2018-06-18 12:35:00,17,0.9338,0.6353,0.5762,0.2985,5.313,0.019,0.7633,-0.6953,287.6448,0.4264,0.4698,0.3196,0.3997,1.1826,15.7202,0.2471,0.7529,0.0063,0.6629,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
18,UQRBR07,2018-06-18 12:35:00,18,1.0131,0.575,0.5908,0.4381,8.188,0.0171,0.3181,-0.5924,1504.3189,0.5948,0.762,0.4325,0.246,0.7674,25.5463,0.1451,0.8549,0.0065,1.333,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
19,UQRBR07,2018-06-18 12:35:00,19,0.8817,0.5903,0.5076,0.2913,14.438,0.0069,0.127,-1.1781,2537.8971,0.417,0.4935,0.3304,0.1484,0.4352,42.3336,0.1905,0.8095,0.0052,2.7688,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
20,UQRBR07,2018-06-18 12:35:00,20,0.8048,0.5075,0.5431,0.2973,10.375,0.0103,0.3947,-1.0469,1912.7533,0.4506,0.5858,0.3694,0.2167,0.6056,29.0008,0.1266,0.8734,0.0045,1.5877,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
21,UQRBR07,2018-06-18 12:35:00,21,0.9611,0.5424,0.5758,0.4187,7.437,0.0186,0.7452,-0.3166,1336.0265,0.5954,0.7719,0.4356,0.2784,0.8449,22.5649,0.2941,0.7059,0.0051,1.2049,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
22,UQRBR07,2018-06-18 12:35:00,22,0.8508,0.572,0.5925,0.2788,4.812,0.0206,0.4212,-0.7605,273.7542,0.4035,0.4874,0.3277,0.4635,1.3057,13.5562,0.7014,0.2986,0.0044,0.5793,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
23,UQRBR07,2018-06-18 12:35:00,23,1.0114,0.5914,0.7066,0.42,7.812,0.0173,0.1844,-0.5524,1202.0496,0.532,0.7103,0.4153,0.2583,0.8043,24.3295,0.392,0.608,0.005,1.5568,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
24,UQRBR07,2018-06-18 12:35:00,24,0.8803,0.7056,0.7492,0.1747,2.562,0.0255,0.7709,-0.9459,23.3121,0.2296,0.2476,0.1984,0.9176,2.4525,6.8471,0.756,0.244,0.0043,0.1434,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
25,UQRBR07,2018-06-18 12:35:00,25,0.9481,0.7456,0.6378,0.2024,10.625,0.0063,-0.5614,-1.1442,506.8187,0.2487,0.2715,0.2135,0.195,0.5914,32.2145,0.2706,0.7294,0.0044,1.8795,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
26,UQRBR07,2018-06-18 12:35:00,26,1.179,0.6368,0.6454,0.5423,12.25,0.0131,0.7472,0.1823,3605.4487,0.6689,0.8516,0.4599,0.1516,0.5129,41.4346,0.5256,0.4744,0.0052,2.1399,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
27,UQRBR07,2018-06-18 12:35:00,27,0.9904,0.6448,0.7285,0.3456,4.687,0.0244,-0.2578,-1.246,258.6246,0.41,0.536,0.349,0.4436,1.3406,14.1641,0.5601,0.4399,0.0043,0.9388,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
28,UQRBR07,2018-06-18 12:35:00,28,0.9995,0.7278,0.6554,0.2717,5.312,0.0167,1.0137,0.1246,185.8033,0.3491,0.3734,0.2719,0.387,1.1828,16.2346,0.353,0.647,0.0042,0.6584,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
29,UQRBR07,2018-06-18 12:35:00,29,1.0323,0.6552,0.5319,0.3772,10.062,0.0119,1.058,0.5532,1355.8408,0.5314,0.5757,0.3654,0.1976,0.6244,31.7961,0.118,0.882,0.0042,1.7976,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
30,UQRBR07,2018-06-18 12:35:00,30,1.0054,0.5307,0.7227,0.4747,5.312,0.0292,-0.2852,-0.4148,841.622,0.6153,0.8944,0.4721,0.386,1.1828,16.2797,0.753,0.247,0.004,1.2879,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
31,UQRBR07,2018-06-18 12:35:00,31,1.0544,0.7221,0.6672,0.3323,6.187,0.017,0.8418,-0.1974,336.4841,0.4159,0.4602,0.3151,0.3218,1.0155,19.5263,0.3233,0.6767,0.0041,0.8213,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
32,UQRBR07,2018-06-18 12:35:00,32,0.9927,0.6671,0.6654,0.3257,3.125,0.0359,0.1714,-1.4938,90.5012,0.3978,0.4882,0.328,0.6918,2.0106,9.0826,0.48,0.52,0.0038,0.4886,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
33,UQRBR07,2018-06-18 12:35:00,33,0.9603,0.664,0.7258,0.2963,2.5,0.0431,0.0605,-1.1884,47.8626,0.3627,0.4462,0.3085,0.9136,2.5133,6.8777,0.35,0.65,0.0036,0.3896,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
34,UQRBR07,2018-06-18 12:35:00,34,1.0872,0.724,0.6303,0.3632,7,0.0161,0.4877,0.0604,485.1954,0.4387,0.5017,0.3341,0.2791,0.8976,22.5162,0.1429,0.8571,0.004,1.3934,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
35,UQRBR07,2018-06-18 12:35:00,35,0.8974,0.6298,0.5665,0.2676,6.25,0.0147,0.8775,-0.1452,356.8669,0.3875,0.4248,0.2982,0.3442,1.0053,18.255,0.3701,0.6299,0.0032,0.7804,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
36,UQRBR07,2018-06-18 12:35:00,36,0.9781,0.5655,0.5229,0.4126,10.437,0.0128,1.2839,1.3526,2355.5623,0.6195,0.7297,0.4219,0.1956,0.602,32.129,0.1437,0.8563,0.0034,1.502,0.7462,0.3266,0.4492,6.2418,4.2383,1,31,Seven_Mile_Beach_2018
0,UQRBR07,2018-06-18 12:40:00,0,0.8264,0.7293,0.5212,0.0971,15.5,0.0022,0.6367,-1.12,485.1805,0.1542,0.1331,0.1175,0.1427,0.4054,44.0232,0.0605,0.9395,0.0495,1.6796,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
1,UQRBR07,2018-06-18 12:40:00,1,0.8692,0.5201,0.6186,0.3491,4.25,0.0291,-0.0618,-1.2453,357.6056,0.4996,0.6711,0.4016,0.5233,1.4784,12.0064,0.4412,0.5588,0.0414,0.767,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
2,UQRBR07,2018-06-18 12:40:00,2,0.9255,0.6185,0.5405,0.307,7.562,0.0136,1.2355,0.5158,659.0435,0.4717,0.4964,0.3318,0.2788,0.8309,22.5341,0.157,0.843,0.0323,0.8399,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
3,UQRBR07,2018-06-18 12:40:00,3,1.1125,0.5391,0.6899,0.5734,8.5,0.0206,0.8351,0.3725,2824.9427,0.7425,1.0635,0.5154,0.2261,0.7392,27.7851,0.4706,0.5294,0.0299,1.9916,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
4,UQRBR07,2018-06-18 12:40:00,4,1.0282,0.6889,0.5781,0.3393,10.438,0.0103,1.8393,3.4629,1125.7171,0.486,0.4925,0.33,0.1908,0.602,32.9355,0.1198,0.8802,0.0216,1.2573,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
5,UQRBR07,2018-06-18 12:40:00,5,0.8056,0.5766,0.6573,0.2291,3.938,0.0214,0.0532,-0.8644,136.361,0.3354,0.3973,0.2843,0.5882,1.5955,10.6819,0.3809,0.6191,0.0156,0.4229,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
6,UQRBR07,2018-06-18 12:40:00,6,0.991,0.6565,0.6783,0.3345,11.625,0.0093,1.2212,0.8479,1537.8275,0.4332,0.5096,0.3376,0.1742,0.5405,36.0616,0.4839,0.5161,0.0156,1.3533,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
7,UQRBR07,2018-06-18 12:40:00,7,1.0428,0.678,0.6072,0.3648,9.125,0.0126,0.8978,-0.1708,980.101,0.4803,0.5381,0.3498,0.2171,0.6886,28.9358,0.2534,0.7466,0.0144,1.3978,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
8,UQRBR07,2018-06-18 12:40:00,8,0.963,0.607,0.5696,0.356,9.375,0.0124,1.6318,2.7518,1301.7439,0.5287,0.5865,0.3697,0.2197,0.6702,28.5977,0.1467,0.8533,0.0117,0.9773,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
9,UQRBR07,2018-06-18 12:40:00,9,0.8544,0.5686,0.7091,0.2858,5.625,0.0179,-0.644,0.3979,397.2969,0.3937,0.5026,0.3345,0.393,1.117,15.987,0.2332,0.7668,0.0097,0.8908,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
10,UQRBR07,2018-06-18 12:40:00,10,0.9281,0.707,0.6999,0.2211,3.875,0.0197,0.3455,-1.126,78.5171,0.2779,0.3127,0.2382,0.5608,1.6215,11.2039,0.3548,0.6452,0.0101,0.3756,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
11,UQRBR07,2018-06-18 12:40:00,11,1.0139,0.6997,0.7385,0.3142,5.187,0.0197,0.745,-0.7288,233.0378,0.3819,0.449,0.3099,0.3941,1.2113,15.9416,0.2047,0.7953,0.0105,0.644,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
12,UQRBR07,2018-06-18 12:40:00,12,1.1988,0.7384,0.6956,0.4603,12.937,0.0104,0.9795,0.4547,2227.6705,0.536,0.6234,0.384,0.1423,0.4857,44.1439,0.2753,0.7247,0.0109,2.1202,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
13,UQRBR07,2018-06-18 12:40:00,13,0.9225,0.6951,0.5612,0.2274,10.875,0.007,0.7243,-0.2683,717.0889,0.3236,0.3272,0.2465,0.1931,0.5778,32.5382,0.0747,0.9253,0.0076,1.5434,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
14,UQRBR07,2018-06-18 12:40:00,14,0.9226,0.5612,0.4884,0.3614,13.375,0.009,0.5329,-0.9177,3286.5894,0.5417,0.644,0.3917,0.1567,0.4698,40.0927,0.3178,0.6822,0.0069,2.3995,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
15,UQRBR07,2018-06-18 12:40:00,15,0.6572,0.4879,0.519,0.1694,4.312,0.0158,0.4718,-0.9937,166.5602,0.3039,0.3471,0.2577,0.5879,1.4571,10.6869,0.7827,0.2173,0.0047,0.3022,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
16,UQRBR07,2018-06-18 12:40:00,16,0.8312,0.5189,0.5851,0.3123,8.625,0.0128,0.7132,-0.0214,1335.3252,0.4798,0.6019,0.3757,0.2571,0.7285,24.4405,0.2391,0.7609,0.0056,1.1452,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
17,UQRBR07,2018-06-18 12:40:00,17,0.8847,0.585,0.6238,0.2997,6.938,0.0149,0.4798,-0.6146,610.0428,0.4167,0.5124,0.3388,0.3113,0.9056,20.1835,0.1261,0.8739,0.0057,0.9388,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
18,UQRBR07,2018-06-18 12:40:00,18,0.9062,0.6229,0.5267,0.2833,6.063,0.0159,1.0877,0.1519,370.3532,0.4403,0.4548,0.3126,0.3535,1.0363,17.7751,0.1856,0.8144,0.0056,0.7126,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
19,UQRBR07,2018-06-18 12:40:00,19,0.9349,0.5254,0.5416,0.4095,13.563,0.01,-0.0337,-1.0705,4729.0516,0.5551,0.7794,0.438,0.1535,0.4633,40.9274,0.1659,0.8341,0.0054,2.8914,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
20,UQRBR07,2018-06-18 12:40:00,20,0.7404,0.5415,0.5857,0.1989,3.125,0.0249,1.0106,0.0003,80.0046,0.3199,0.3674,0.2687,0.7863,2.0106,7.9905,0.2602,0.7398,0.0042,0.2547,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
21,UQRBR07,2018-06-18 12:40:00,21,0.8261,0.5839,0.5346,0.2422,7,0.0123,0.656,-0.2076,472.1176,0.377,0.4148,0.2932,0.319,0.8976,19.6984,0.1786,0.8214,0.0045,0.761,0.7181,0.3666,0.4929,8.8152,5.2127,1,32,Seven_Mile_Beach_2018
