,PT,leading_time,wave_id,crest_depth,trough_depth_a,trough_depth_b,wave_height,wave_period,wave_steepness,wave_skewness,wave_kurtosis,ursell_number,mean_water_depth_gamma,trough_depth_gamma,crest_depth_gamma,wavenumber,angular_frequency,wavelenght,a,b,va,b0,mean_water_depth,Hrms,Hm0,Tm01,Tm02,broken,FID,location
7,008_UQ_RBR03,20180614:1200,7,0.6417,0.567,0.4388,0.0747,5.4,0.0056,-0.6074,-0.9955,72.9444,0.133,0.1317,0.1164,0.4708,1.1636,13.3459,0.4444,0.5556,0.1188,0.6675,0.46,0.2,0.27,4.9,3.2,0,7,Seven_Mile_Beach_2018
8,008_UQ_RBR03,20180614:1200,8,0.5381,0.4386,0.3817,0.0995,4.5,0.0098,0.2713,-1.3869,121.5206,0.2194,0.2268,0.1849,0.6189,1.3963,10.1526,0.3556,0.6444,0.1196,0.327,0.46,0.2,0.27,4.9,3.2,0,7,Seven_Mile_Beach_2018
9,008_UQ_RBR03,20180614:1200,9,0.5716,0.381,0.3807,0.1907,8.2,0.0099,0.6034,-0.6161,1285.2343,0.4262,0.5005,0.3336,0.3255,0.7662,19.3043,0.1951,0.8049,0.0697,0.554,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
10,008_UQ_RBR03,20180614:1200,10,0.5242,0.3793,0.3545,0.1449,3.2,0.0207,1.127,0.2201,130.3499,0.3505,0.3821,0.2764,0.8969,1.9635,7.0053,0.25,0.75,0.1638,0.1931,0.46,0.2,0.27,4.9,3.2,0,7,Seven_Mile_Beach_2018
11,008_UQ_RBR03,20180614:1200,11,0.5122,0.3523,0.4672,0.1599,6.1,0.0118,-0.0272,-1.8424,671.0971,0.3745,0.454,0.3122,0.4639,1.03,13.5452,0.5246,0.4754,0.084,0.4574,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
12,008_UQ_RBR03,20180614:1200,12,0.5829,0.4663,0.4145,0.1167,6.1,0.0081,-0.4446,0.2928,239.7006,0.2312,0.2502,0.2001,0.4354,1.03,14.4315,0.1803,0.8197,0.0956,0.5561,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
13,008_UQ_RBR03,20180614:1200,13,0.6446,0.4141,0.403,0.2305,8.7,0.0106,0.3682,-0.9033,1535.7574,0.4572,0.5567,0.3576,0.2889,0.7222,21.7487,0.1494,0.8506,0.0741,0.8905,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
14,008_UQ_RBR03,20180614:1200,14,0.6393,0.4027,0.4171,0.2366,11,0.0086,0.0942,-0.9416,2729.2137,0.4718,0.5876,0.3701,0.2289,0.5712,27.4448,0.1273,0.8727,0.0581,1.0956,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
15,008_UQ_RBR03,20180614:1200,15,0.6817,0.4123,0.3876,0.2695,7,0.015,0.9679,0.1262,1236.2853,0.5516,0.6536,0.3953,0.3504,0.8976,17.9305,0.1429,0.8571,0.0974,0.7155,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
16,008_UQ_RBR03,20180614:1200,16,0.6935,0.3871,0.3528,0.3065,10.9,0.0108,1.1657,0.379,4238.0752,0.6732,0.7919,0.4419,0.2219,0.5764,28.3153,0.1193,0.8807,0.0636,1.1256,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
17,008_UQ_RBR03,20180614:1200,17,0.5072,0.3521,0.3552,0.1552,3.4,0.0211,1.0783,-0.2501,192.5814,0.3873,0.4407,0.3059,0.8538,1.848,7.3591,0.3529,0.6471,0.1492,0.1697,0.46,0.2,0.27,4.9,3.2,0,7,Seven_Mile_Beach_2018
18,008_UQ_RBR03,20180614:1200,18,0.5583,0.3538,0.3751,0.2045,6.7,0.0132,-0.0457,-1.2325,1115.7149,0.4402,0.5779,0.3663,0.4042,0.9378,15.5463,0.1343,0.8657,0.0833,0.7514,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
19,008_UQ_RBR03,20180614:1200,19,0.5062,0.3719,0.3896,0.1344,8.9,0.0068,0.4462,-0.7404,1018.631,0.3145,0.3613,0.2654,0.3182,0.706,19.7454,0.5955,0.4045,0.0569,0.4969,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
20,008_UQ_RBR03,20180614:1200,20,0.5817,0.3878,0.4335,0.1939,6.6,0.0124,0.1561,-1.0951,811.3582,0.4011,0.5,0.3333,0.4022,0.952,15.6221,0.3939,0.6061,0.0881,0.6385,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
21,008_UQ_RBR03,20180614:1200,21,0.5474,0.4333,0.3609,0.1142,4.9,0.0102,0.07,-0.6801,175.3984,0.2542,0.2635,0.2085,0.562,1.2823,11.1795,0.2245,0.7755,0.1117,0.4377,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
22,008_UQ_RBR03,20180614:1200,22,0.5939,0.3605,0.3531,0.2333,7.9,0.0123,0.6344,-0.4567,1786.7714,0.5203,0.6472,0.3929,0.3317,0.7953,18.9428,0.2785,0.7215,0.0752,0.762,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
23,008_UQ_RBR03,20180614:1200,23,0.4592,0.3523,0.3562,0.107,4.2,0.0122,1.1061,0.3786,187.6816,0.2759,0.3037,0.2329,0.7175,1.496,8.757,0.1905,0.8095,0.1093,0.1523,0.46,0.2,0.27,4.9,3.2,0,7,Seven_Mile_Beach_2018
24,008_UQ_RBR03,20180614:1200,24,0.5043,0.3523,0.3229,0.152,2.9,0.0246,-0.0162,-0.7226,133.1153,0.3675,0.4314,0.3014,1.0152,2.1666,6.189,0.2414,0.7586,0.1739,0.2706,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
25,008_UQ_RBR03,20180614:1200,25,0.6272,0.3156,0.4056,0.3116,9.6,0.0131,0.4776,0.0083,5567.4435,0.678,0.9873,0.4968,0.2651,0.6545,23.7003,0.3021,0.6979,0.0653,1.3919,0.46,0.2,0.27,4.9,3.2,0,7,Seven_Mile_Beach_2018
26,008_UQ_RBR03,20180614:1200,26,0.5929,0.4045,0.4201,0.1884,4.2,0.019,1.039,0.5345,278.9552,0.4024,0.4658,0.3178,0.6348,1.496,9.8986,0.1667,0.8333,0.1412,0.2734,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
27,008_UQ_RBR03,20180614:1200,27,0.4776,0.4189,0.4176,0.0588,2.9,0.0097,0.3811,-1.3595,29.1498,0.1324,0.1403,0.1231,1.0409,2.1666,6.0365,0.6207,0.3793,0.1647,0.0791,0.46,0.2,0.27,4.9,3.2,0,7,Seven_Mile_Beach_2018
28,008_UQ_RBR03,20180614:1200,28,0.616,0.4141,0.3429,0.2019,11.9,0.0069,0.4892,0.5556,2417.32,0.4548,0.4874,0.3277,0.2155,0.528,29.1616,0.3445,0.6555,0.0518,1.2076,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
29,008_UQ_RBR03,20180614:1200,29,0.5748,0.3427,0.4029,0.2321,10.6,0.0093,0.2463,-0.5425,3626.6361,0.5171,0.6772,0.4038,0.2505,0.5928,25.0809,0.3962,0.6038,0.0542,1.1323,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
30,008_UQ_RBR03,20180614:1200,30,0.4939,0.4021,0.4235,0.0918,3.5,0.0123,-0.0671,-1.5507,79.3475,0.2045,0.2284,0.1859,0.8384,1.7952,7.494,0.5143,0.4857,0.1411,0.168,0.46,0.2,0.27,4.9,3.2,0,7,Seven_Mile_Beach_2018
31,008_UQ_RBR03,20180614:1200,31,0.6241,0.4222,0.3983,0.202,11.9,0.0069,0.319,-0.8801,2313.0734,0.413,0.4784,0.3236,0.2141,0.528,29.3537,0.1008,0.8992,0.0524,1.0874,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
32,008_UQ_RBR03,20180614:1200,32,0.6079,0.3963,0.3913,0.2117,6,0.0146,0.5031,-0.732,713.6458,0.4407,0.5342,0.3482,0.4338,1.0472,14.4837,0.1333,0.8667,0.1013,0.5421,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
33,008_UQ_RBR03,20180614:1200,33,0.5001,0.3896,0.3942,0.1105,3.1,0.0167,0.9358,-0.3885,82.0727,0.2585,0.2838,0.2211,0.9484,2.0268,6.6248,0.4516,0.5484,0.1613,0.1215,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
34,008_UQ_RBR03,20180614:1200,34,0.549,0.3937,0.4292,0.1553,2.7,0.0261,-0.1482,-1.1657,89.9921,0.3302,0.3944,0.2828,1.0565,2.3271,5.9469,0.3704,0.6296,0.2033,0.2125,0.46,0.2,0.27,4.9,3.2,0,7,Seven_Mile_Beach_2018
35,008_UQ_RBR03,20180614:1200,35,0.7367,0.4283,0.343,0.3084,7.2,0.0161,0.7065,0.0615,1442.3719,0.6378,0.7201,0.4186,0.3278,0.8727,19.1683,0.1389,0.8611,0.1023,1.0224,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
36,008_UQ_RBR03,20180614:1200,36,0.4844,0.3429,0.3555,0.1414,2.7,0.0252,0.2913,-1.262,110.8071,0.3489,0.4124,0.292,1.1177,2.3271,5.6214,0.3704,0.6296,0.1794,0.1741,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
37,008_UQ_RBR03,20180614:1200,37,0.5986,0.3545,0.3719,0.244,8.3,0.0122,0.574,-0.8476,2188.1174,0.5335,0.6882,0.4077,0.3143,0.757,19.9917,0.241,0.759,0.0721,0.8629,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
38,008_UQ_RBR03,20180614:1200,38,0.4806,0.3715,0.3431,0.1091,3.8,0.0135,0.4828,-0.5677,138.4759,0.2731,0.2938,0.2271,0.779,1.6535,8.0652,0.2895,0.7105,0.1265,0.2192,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
39,008_UQ_RBR03,20180614:1200,39,0.5637,0.341,0.3356,0.2227,12.1,0.0078,0.2705,-0.7519,4521.3251,0.5183,0.653,0.395,0.2214,0.5193,28.3757,0.7025,0.2975,0.0466,1.1476,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
40,008_UQ_RBR03,20180614:1200,40,0.5735,0.3343,0.4104,0.2392,4,0.0258,0.0782,-0.5207,548.6341,0.5328,0.7154,0.4171,0.6787,1.5708,9.2572,0.3,0.7,0.1434,0.466,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
41,008_UQ_RBR03,20180614:1200,41,0.6449,0.408,0.3617,0.2368,9.2,0.0103,0.9676,0.0875,1847.3266,0.5108,0.5805,0.3673,0.273,0.683,23.0172,0.2391,0.7609,0.0701,0.9467,0.46,0.2,0.27,4.9,3.2,1,7,Seven_Mile_Beach_2018
42,008_UQ_RBR03,20180614:1200,42,0.4855,0.3615,0.3604,0.124,3.3,0.0178,0.3453,-0.5757,128.0554,0.2999,0.343,0.2554,0.8996,1.904,6.9845,0.2727,0.7273,0.1471,0.1802,0.46,0.2,0.27,4.9,3.2,0,7,Seven_Mile_Beach_2018
0,007_UQ_RBR04,20180614:1200,0,0.5429,0.3628,0.3362,0.1801,10,0.0078,0.0728,-1.1391,1993.6342,0.4147,0.4965,0.3318,0.2733,0.6283,22.9899,0.11,0.89,0.0543,0.9905,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
1,007_UQ_RBR04,20180614:1200,1,0.4228,0.334,0.3377,0.0888,1.9,0.0249,0.7427,-1.0189,30.2823,0.2435,0.266,0.2101,1.7632,3.3069,3.5636,0.6842,0.3158,0.2225,0.0614,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
2,007_UQ_RBR04,20180614:1200,2,0.6189,0.3348,0.368,0.2841,9.9,0.0117,0.4739,-0.3004,4465.2188,0.6382,0.8486,0.459,0.2587,0.6347,24.286,0.303,0.697,0.0625,1.102,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
3,007_UQ_RBR04,20180614:1200,3,0.4247,0.3673,0.3737,0.0574,2.1,0.0143,0.3127,-1.3673,18.6051,0.146,0.1563,0.1352,1.5678,2.992,4.0076,0.619,0.381,0.2022,0.0565,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
4,007_UQ_RBR04,20180614:1200,4,0.5063,0.3719,0.3311,0.1345,14.7,0.0041,0.1189,-0.7088,2796.2964,0.3318,0.3615,0.2655,0.1921,0.4274,32.7048,0.1769,0.8231,0.0344,1.0949,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
5,007_UQ_RBR04,20180614:1200,5,0.553,0.3296,0.3845,0.2234,9.5,0.0101,0.0138,-0.2161,3028.9095,0.5173,0.6778,0.404,0.2852,0.6614,22.0323,0.6947,0.3053,0.0582,0.9792,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
6,007_UQ_RBR04,20180614:1200,6,0.5029,0.3836,0.3529,0.1193,3.8,0.0145,1.073,0.4181,143.5868,0.2933,0.311,0.2372,0.7624,1.6535,8.241,0.4474,0.5526,0.1323,0.2085,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
7,007_UQ_RBR04,20180614:1200,7,0.4601,0.3516,0.3697,0.1085,3.9,0.0134,0.2256,-1.3186,164.3503,0.2699,0.3085,0.2358,0.7742,1.6111,8.1156,0.359,0.641,0.118,0.2003,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
8,007_UQ_RBR04,20180614:1200,8,0.5859,0.3688,0.3086,0.2171,13.6,0.0067,0.5215,-0.859,4578.9111,0.5056,0.5886,0.3705,0.1931,0.462,32.5307,0.2941,0.7059,0.0431,1.6505,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
9,007_UQ_RBR04,20180614:1200,9,0.4448,0.3082,0.3519,0.1366,7.7,0.0085,-0.3829,-0.1525,1194.1239,0.3478,0.4431,0.3071,0.3927,0.816,16.0011,0.1039,0.8961,0.0578,0.6564,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
10,007_UQ_RBR04,20180614:1200,10,0.4506,0.3498,0.3347,0.1009,5.5,0.0088,1.7645,2.1323,308.8329,0.2757,0.2884,0.2238,0.5489,1.1424,11.4461,0.2182,0.7818,0.0819,0.1739,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
11,007_UQ_RBR04,20180614:1200,11,0.4788,0.3346,0.434,0.1442,3,0.023,-0.503,-1.5014,151.2501,0.3438,0.431,0.3012,1.0024,2.0944,6.2682,0.5,0.5,0.1596,0.258,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
12,007_UQ_RBR04,20180614:1200,12,0.5643,0.4334,0.4417,0.1309,2.1,0.029,0.6106,-1.1226,32.7745,0.2712,0.3021,0.232,1.3919,2.992,4.5142,0.5238,0.4762,0.2687,0.1084,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
13,007_UQ_RBR04,20180614:1200,13,0.496,0.4398,0.399,0.0562,3.6,0.0073,-0.311,-1.0018,39.5313,0.1245,0.1278,0.1133,0.8122,1.7453,7.7355,0.5278,0.4722,0.1378,0.1922,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
14,007_UQ_RBR04,20180614:1200,14,0.5617,0.3985,0.4116,0.1632,5.1,0.0138,0.1932,-1.1934,358.7642,0.3476,0.4095,0.2905,0.5327,1.232,11.7956,0.6275,0.3725,0.1101,0.3682,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
15,007_UQ_RBR04,20180614:1200,15,0.4447,0.4112,0.3472,0.0334,4.1,0.004,-0.7768,-0.6999,34.0008,0.0818,0.0813,0.0752,0.7471,1.5325,8.4096,0.1951,0.8049,0.1085,0.2544,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
16,007_UQ_RBR04,20180614:1200,16,0.5225,0.3461,0.3191,0.1764,10.5,0.0074,0.1621,-0.4401,2389.0172,0.4297,0.5098,0.3376,0.2652,0.5984,23.6925,0.0952,0.9048,0.0498,0.9685,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
17,007_UQ_RBR04,20180614:1200,17,0.4938,0.3182,0.3541,0.1756,6.9,0.0116,-0.2484,-0.8134,1239.8839,0.4221,0.5521,0.3557,0.4167,0.9106,15.0784,0.1159,0.8841,0.0716,0.6837,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
18,007_UQ_RBR04,20180614:1200,18,0.5673,0.3524,0.3346,0.2149,14.3,0.0064,0.5613,-0.7223,5564.3821,0.5105,0.6097,0.3788,0.1866,0.4394,33.666,0.049,0.951,0.0397,1.2415,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
19,007_UQ_RBR04,20180614:1200,19,0.4861,0.3343,0.3107,0.1518,12.3,0.0057,0.7352,-0.5172,2919.731,0.4042,0.4543,0.3124,0.2345,0.5108,26.7976,0.2033,0.7967,0.0395,0.804,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
20,007_UQ_RBR04,20180614:1200,20,0.4472,0.3099,0.3182,0.1373,1.6,0.0464,0.3404,-1.4055,40.3504,0.3725,0.4432,0.3071,2.1252,3.927,2.9565,0.5625,0.4375,0.2795,0.0995,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
21,007_UQ_RBR04,20180614:1200,21,0.515,0.3172,0.3018,0.1978,15.5,0.0057,0.4478,-0.5258,7495.3154,0.5098,0.6234,0.384,0.1806,0.4054,34.7824,0.3161,0.6839,0.0332,1.3433,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
22,007_UQ_RBR04,20180614:1200,22,0.4502,0.2997,0.2841,0.1505,7.2,0.01,0.3952,-1.1209,1264.6193,0.4266,0.5021,0.3343,0.4178,0.8727,15.0396,0.0972,0.9028,0.0625,0.5002,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
23,007_UQ_RBR04,20180614:1200,23,0.372,0.2825,0.2858,0.0896,3.7,0.0129,1.408,0.9693,191.2667,0.2897,0.317,0.2407,0.9056,1.6982,6.9382,0.2973,0.7027,0.1005,0.1009,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
24,007_UQ_RBR04,20180614:1200,24,0.3815,0.2848,0.3212,0.0967,1.2,0.0506,0.3261,-1.373,15.2629,0.2976,0.3395,0.2534,3.2901,5.236,1.9097,0.6667,0.3333,0.3179,0.0503,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
25,007_UQ_RBR04,20180614:1200,25,0.5104,0.3094,0.3784,0.2011,8.8,0.0103,-0.24,-0.8098,2609.2011,0.4852,0.6499,0.3939,0.3206,0.714,19.6009,0.375,0.625,0.058,0.9311,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
26,007_UQ_RBR04,20180614:1200,26,0.5815,0.3774,0.3981,0.2041,2.6,0.0349,1.1908,0.133,129.8693,0.4689,0.5407,0.351,1.0742,2.4166,5.8489,0.6923,0.3077,0.2236,0.155,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
27,007_UQ_RBR04,20180614:1200,27,0.4566,0.3974,0.3949,0.0592,2.7,0.0108,0.7,-0.8529,28.2193,0.141,0.1488,0.1296,1.1482,2.3271,5.4723,0.6667,0.3333,0.1691,0.0684,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
28,007_UQ_RBR04,20180614:1200,28,0.4557,0.3921,0.3684,0.0636,4.1,0.0075,0.3515,-0.5473,76.4584,0.1566,0.1623,0.1396,0.7384,1.5325,8.5094,0.6341,0.3659,0.1111,0.1587,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
29,007_UQ_RBR04,20180614:1200,29,0.5512,0.3678,0.3964,0.1833,4,0.0202,1.1171,0.6646,303.9703,0.4243,0.4984,0.3326,0.6917,1.5708,9.0842,0.8,0.2,0.1378,0.2621,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
30,007_UQ_RBR04,20180614:1200,30,0.4582,0.3937,0.31,0.0645,6,0.0051,-0.3346,-0.6315,168.1696,0.1641,0.1639,0.1408,0.4983,1.0472,12.6099,0.1333,0.8667,0.0764,0.5039,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
31,007_UQ_RBR04,20180614:1200,31,0.496,0.3096,0.3969,0.1864,9.3,0.0091,0.0442,-1.4613,2620.8983,0.4792,0.6019,0.3758,0.3075,0.6756,20.4326,0.6022,0.3978,0.0533,0.7411,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
32,007_UQ_RBR04,20180614:1200,32,0.525,0.3965,0.3973,0.1285,2.6,0.023,0.9838,-0.5803,64.4621,0.2956,0.3242,0.2448,1.1238,2.4166,5.5908,0.6923,0.3077,0.2019,0.1035,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
33,007_UQ_RBR04,20180614:1200,33,0.5009,0.3973,0.4014,0.1036,4.3,0.0111,0.5462,-0.7671,144.6313,0.2353,0.2608,0.2068,0.6715,1.4612,9.3565,0.6744,0.3256,0.1165,0.1887,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
34,007_UQ_RBR04,20180614:1200,34,0.531,0.399,0.3104,0.132,10.1,0.0057,0.1174,-1.068,1095.9421,0.3142,0.3308,0.2486,0.2736,0.6221,22.9682,0.0891,0.9109,0.0526,1.1149,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
35,007_UQ_RBR04,20180614:1200,35,0.445,0.3096,0.3057,0.1355,10.5,0.0062,0.6174,-0.7475,2185.3832,0.3794,0.4376,0.3044,0.2872,0.5984,21.8763,0.2095,0.7905,0.0424,0.5439,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
36,007_UQ_RBR04,20180614:1200,36,0.5841,0.3046,0.3405,0.2795,10.1,0.0116,0.293,-0.7597,5732.6024,0.6573,0.9175,0.4785,0.2609,0.6221,24.0804,0.2277,0.7723,0.0578,1.2283,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
37,007_UQ_RBR04,20180614:1200,37,0.4506,0.3404,0.3436,0.1102,2.8,0.0195,0.7908,-0.5884,89.4651,0.291,0.3238,0.2446,1.1105,2.244,5.6582,0.3571,0.6429,0.1609,0.1109,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
38,007_UQ_RBR04,20180614:1200,38,0.5096,0.3425,0.3102,0.1671,9.1,0.0082,0.1988,-1.1906,1707.9815,0.4151,0.488,0.328,0.3101,0.6905,20.2588,0.0989,0.9011,0.056,0.8485,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
39,007_UQ_RBR04,20180614:1200,39,0.4086,0.3082,0.3099,0.1004,1.3,0.046,0.4533,-1.4156,16.3042,0.2886,0.3257,0.2457,2.8816,4.8332,2.1804,0.6154,0.3846,0.3143,0.0554,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
40,007_UQ_RBR04,20180614:1200,40,0.3425,0.3088,0.2992,0.0337,3,0.0063,0.8267,-0.5825,32.8708,0.1064,0.1092,0.0985,1.1728,2.0944,5.3576,0.2,0.8,0.1142,0.0546,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
41,007_UQ_RBR04,20180614:1200,41,0.4602,0.2973,0.3847,0.163,5.4,0.0144,-1.3108,0.9268,799.4023,0.4049,0.5483,0.3541,0.5536,1.1636,11.3506,0.1852,0.8148,0.0852,0.5744,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
42,007_UQ_RBR04,20180614:1200,42,0.5061,0.3813,0.3437,0.1248,5.3,0.0107,1.0655,1.1637,306.4034,0.3136,0.3274,0.2466,0.5386,1.1855,11.6649,0.1509,0.8491,0.0955,0.2915,0.4,0.17,0.23,6.2,3.5,0,7,Seven_Mile_Beach_2018
43,007_UQ_RBR04,20180614:1200,43,0.471,0.3434,0.3793,0.1275,4.3,0.014,0.0653,-0.4494,259.6844,0.3109,0.3713,0.2708,0.6918,1.4612,9.0829,0.186,0.814,0.1095,0.2915,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
44,007_UQ_RBR04,20180614:1200,44,0.5339,0.3751,0.2878,0.1588,9.3,0.0075,0.1182,-1.1253,1351.0543,0.3911,0.4233,0.2974,0.2965,0.6756,21.1924,0.086,0.914,0.0574,1.1074,0.4,0.17,0.23,6.2,3.5,1,7,Seven_Mile_Beach_2018
0,010_UQ_RBR01,20180614:1205,0,1.0245,0.6283,0.5911,0.3962,9.1,0.0139,1.4193,2.3595,1307.0325,0.5331,0.6306,0.3867,0.2197,0.6905,28.6043,0.1429,0.8571,0.1126,1.3974,0.77,0.29,0.4,4.7,3.5,1,8,Seven_Mile_Beach_2018
1,010_UQ_RBR01,20180614:1205,1,0.9397,0.59,0.7348,0.3498,5.9,0.0199,-0.0575,-1.091,526.8415,0.4548,0.5929,0.3722,0.3573,1.0649,17.5859,0.5593,0.4407,0.1593,1.0676,0.77,0.29,0.4,4.7,3.5,1,8,Seven_Mile_Beach_2018
2,010_UQ_RBR01,20180614:1205,2,0.9385,0.7247,0.776,0.2138,1.8,0.0485,-0.059,-1.3869,10.9032,0.2551,0.295,0.2278,1.4261,3.4907,4.4059,0.5,0.5,0.5214,0.213,0.77,0.29,0.4,4.7,3.5,1,8,Seven_Mile_Beach_2018
3,010_UQ_RBR01,20180614:1205,3,0.8543,0.7726,0.7013,0.0817,4.7,0.0062,-0.6701,-0.2711,31.0957,0.1025,0.1057,0.0956,0.4742,1.3368,13.2504,0.3404,0.6596,0.1818,0.4542,0.77,0.29,0.4,4.7,3.5,0,8,Seven_Mile_Beach_2018
4,010_UQ_RBR01,20180614:1205,4,1.0826,0.7004,0.6631,0.3822,10.5,0.0112,1.0217,0.6125,1285.0701,0.47,0.5457,0.3531,0.1849,0.5984,33.9874,0.2381,0.7619,0.1031,1.5909,0.77,0.29,0.4,4.7,3.5,1,8,Seven_Mile_Beach_2018
5,010_UQ_RBR01,20180614:1205,5,1.1162,0.661,0.6724,0.4552,6,0.0234,1.0075,-0.2852,595.3706,0.5639,0.6886,0.4078,0.3232,1.0472,19.4376,0.35,0.65,0.186,0.8911,0.77,0.29,0.4,4.7,3.5,1,8,Seven_Mile_Beach_2018
6,010_UQ_RBR01,20180614:1205,6,0.852,0.6715,0.6277,0.1805,2.9,0.0231,0.3523,-1.2635,36.3584,0.2472,0.2688,0.2118,0.8045,2.1666,7.8103,0.4138,0.5862,0.2938,0.3048,0.77,0.29,0.4,4.7,3.5,0,8,Seven_Mile_Beach_2018
7,010_UQ_RBR01,20180614:1205,7,1.0851,0.6253,0.6804,0.4598,5.1,0.0284,0.589,-0.6093,491.6399,0.5665,0.7353,0.4237,0.3886,1.232,16.1701,0.451,0.549,0.2128,0.9658,0.77,0.29,0.4,4.7,3.5,1,8,Seven_Mile_Beach_2018
